transaction_id,product_id,category,price,quantity
29029,5726,music instruments,5779.049,4
29030,778,groceries,7372.627,4
29031,5849,video games,7640.413,2
29032,5850,gardening tools,6754.803,8
29033,5851,health & wellness,5591.212,8
29034,3557,pet supplies,6112.186,6
29035,1915,baby products,8347.677,2
29036,1312,pet supplies,1174.003,7
29037,3643,footwear,3068.952,2
29038,4200,clothing,895.826,8
29039,4173,furniture,5187.435,2
29040,3958,footwear,4895.855,8
29041,5852,clothing,7448.282,1
29042,4118,beauty products,7474.906,7
29043,277,health & wellness,4669.629,3
29044,5853,clothing,6353.784,8
29045,5854,electronics,9321.186,8
29046,1985,groceries,1503.524,4
29047,5143,jewelry,4001.146,9
29048,5855,pet supplies,9209.554,6
29049,3925,automotive,5068.831,2
29050,3034,automotive,7749.277,9
29051,3975,clothing,2518.502,7
29052,1424,automotive,1360.296,2
29053,5856,home appliances,4244.065,7
29054,4320,electronics,265.159,9
29055,884,jewelry,7705.788,9
29056,3024,books,4372.622,1
29057,559,books,1489.501,7
29058,5857,automotive,6579.994,6
29059,5858,electronics,6794.329,8
29060,872,stationery,3017.497,6
29061,5859,gardening tools,7039.271,8
29062,5692,books,6675.025,5
29063,2722,books,5778.294,2
29064,1712,office equipment,7163.734,9
29065,4422,music instruments,9651.931,8
29066,5860,health & wellness,7590.01,8
29067,3589,footwear,6594.965,8
29068,4429,electronics,1896.324,7
29069,5853,clothing,5493.752,6
29070,5470,health & wellness,6161.073,4
29071,1384,pet supplies,5270.588,1
29072,2421,furniture,7221.054,8
29073,5861,books,818.929,4
29074,4513,furniture,9607.083,4
29075,4000,electronics,982.938,6
29076,1248,footwear,5031.569,2
29077,578,office equipment,1069.793,1
29078,4263,baby products,923.368,5
29079,3110,baby products,9560.233,3
29080,5183,home appliances,5930.112,2
29081,1459,automotive,3573.33,8
29082,5862,sports equipment,7413.287,6
29083,4405,baby products,6518.679,3
29084,5863,clothing,6884.965,8
29085,2852,gardening tools,2934.764,6
29086,1951,clothing,1057.632,8
29087,5864,groceries,5751.233,6
29088,2702,jewelry,5614.181,4
29089,1777,electronics,7740.85,5
29090,4233,footwear,7750.376,8
29091,5073,health & wellness,5394.629,6
29092,5865,sports equipment,36.49,9
29093,3711,video games,5269.939,7
29094,2021,beauty products,4772.718,3
29095,3999,gardening tools,3532.617,1
29096,3857,furniture,8318.141,9
29097,653,footwear,2731.498,7
29098,2178,electronics,3692.85,7
29099,4398,pet supplies,8866.823,1
29100,5693,office equipment,9786.199,4
29101,5007,sports equipment,442.815,9
29102,4061,furniture,6145.911,9
29103,986,video games,6305.684,1
29104,4898,groceries,7913.05,7
29105,3374,footwear,1015.613,8
29106,773,video games,8272.338,2
29107,1278,toys,4954.836,6
29108,5866,video games,8368.45,7
29109,2545,pet supplies,134.15,5
29110,967,toys,6812.316,3
29111,4086,electronics,6471.139,9
29112,3508,gardening tools,4721.425,1
29113,439,jewelry,6224.916,1
29114,81,jewelry,1578.679,6
29115,5867,pet supplies,8601.292,4
29116,1152,health & wellness,6581.96,3
29117,2128,automotive,8047.684,9
29118,1711,electronics,942.799,7
29119,604,toys,5066.635,8
29120,4294,home appliances,7951.416,3
29121,4381,health & wellness,2412.818,5
29122,5868,pet supplies,5640.419,7
29123,410,baby products,4241.934,4
29124,5869,footwear,1162.885,8
29125,5870,toys,475.401,3
29126,4324,furniture,2400.905,9
29127,1393,home appliances,5578.162,5
29128,5508,clothing,7900.783,9
29129,906,electronics,3301.52,2
29130,5871,health & wellness,9745.315,3
29131,2951,pet supplies,3594.145,3
29132,1870,electronics,4583.312,5
29133,5872,groceries,2044.76,7
29134,2876,baby products,16.031,2
29135,985,jewelry,5494.08,1
29136,1256,automotive,5706.367,2
29137,5164,clothing,1980.858,9
29138,2478,health & wellness,5395.326,4
29139,3618,gardening tools,5750.985,7
29140,2169,footwear,2228.264,2
29141,1356,gardening tools,4485.481,1
29142,5768,footwear,8530.059,9
29143,5873,baby products,1170.748,9
29144,3074,furniture,5416.255,4
29145,461,automotive,2879.337,4
29146,5284,jewelry,6384.146,4
29147,2502,toys,7649.204,1
29148,5874,automotive,1978.749,2
29149,5875,video games,264.755,6
29150,5740,baby products,6561.805,6
29151,5876,office equipment,6306.738,4
29152,4327,automotive,3405.699,8
29153,2035,furniture,919.552,5
29154,2943,automotive,560.248,3
29155,3715,baby products,9528.259,4
29156,5877,toys,7444.939,4
29157,2948,clothing,4856.27,5
29158,5625,jewelry,360.592,6
29159,5588,video games,9171.829,6
29160,2234,books,4861.116,8
29161,1900,electronics,9533.565,6
29162,5878,home appliances,1693.594,4
29163,5879,sports equipment,7978.523,8
29164,634,books,2527.485,8
29165,1400,pet supplies,496.973,7
29166,2329,video games,5899.706,8
29167,34,stationery,3293.175,2
29168,2092,pet supplies,698.167,3
29169,5880,gardening tools,9043.566,7
29170,4274,footwear,2718.208,9
29171,3175,clothing,2609.265,3
29172,1357,music instruments,2360.552,6
29173,1446,footwear,2081.728,7
29174,5449,toys,4817.092,1
29175,3235,clothing,4312.767,3
29176,3055,automotive,8353.237,2
29177,2393,automotive,9067.559,8
29178,4941,music instruments,3501.649,9
29179,1703,gardening tools,5767.078,1
29180,1931,electronics,4242.046,3
29181,4110,baby products,4741.392,8
29182,5619,beauty products,3271.139,9
29183,4886,video games,5013.309,2
29184,4865,footwear,423.166,6
29185,5093,video games,7060.527,4
29186,396,gardening tools,80.919,7
29187,2814,video games,8091.289,4
29188,3315,home appliances,9393.933,2
29189,61,stationery,5107.085,6
29190,1281,pet supplies,3938.963,9
29191,5881,pet supplies,1922.851,6
29192,3582,baby products,1591.382,7
29193,4520,pet supplies,9910.309,7
29194,4062,home appliances,2959.343,7
29195,5005,home appliances,7089.995,7
29196,5882,stationery,317.403,4
29197,4230,health & wellness,8677.388,7
29198,4300,furniture,4581.174,9
29199,994,gardening tools,7792.501,6
29200,4129,pet supplies,9548.154,1
29201,5883,pet supplies,149.367,9
29202,2069,toys,7812.757,7
29203,5254,home appliances,4106.568,4
29204,4153,stationery,2650.834,3
29205,2793,health & wellness,6760.889,7
29206,5884,groceries,9859.851,3
29207,5885,books,9002.967,1
29208,591,office equipment,5020.609,3
29209,5886,clothing,9335.351,8
29210,5061,books,5529.723,2
29211,862,home appliances,9268.016,1
29212,3617,baby products,6174.171,6
29213,3116,health & wellness,935.449,8
29214,3994,baby products,8304.88,5
29215,5887,health & wellness,4273.646,6
29216,5888,sports equipment,815.067,5
29217,1591,gardening tools,7453.266,2
29218,4578,furniture,9878.171,9
29219,5889,beauty products,3011.871,3
29220,5890,beauty products,8441.298,5
29221,3331,gardening tools,2099.905,3
29222,5229,pet supplies,8365.938,2
29223,506,toys,9269.167,9
29224,5891,pet supplies,6567.331,4
29225,1948,stationery,5763.871,2
29226,3642,video games,9650.987,4
29227,1045,sports equipment,3533.075,6
29228,5045,books,901.283,1
29229,4136,home appliances,40.511,9
29230,4236,groceries,4908.566,6
29231,5892,baby products,790.991,6
29232,475,baby products,7878.611,8
29233,5692,books,411.927,1
29234,743,jewelry,3365.222,1
29235,1781,music instruments,7264.348,6
29236,5893,groceries,288.247,2
29237,4130,gardening tools,5466.804,2
29238,5142,footwear,7162.231,5
29239,5838,furniture,3080.706,1
29240,2980,music instruments,3562.91,1
29241,935,pet supplies,1243.988,8
29242,5894,furniture,4177.795,9
29243,5884,groceries,1385.665,3
29244,5895,stationery,9456.65,5
29245,3317,jewelry,6214.926,4
29246,1570,beauty products,8098.429,5
29247,1911,office equipment,4557.68,1
29248,487,sports equipment,8824.891,8
29249,5296,sports equipment,466.976,7
29250,1314,video games,4563.892,7
29251,1965,video games,9619.145,7
29252,1302,baby products,7331.385,8
29253,5896,automotive,7932.533,2
29254,5897,gardening tools,2876.959,9
29255,5898,furniture,9711.144,7
29256,5899,electronics,5147.368,2
29257,3184,electronics,901.586,8
29258,3185,books,3194.232,7
29259,5900,books,38.1,6
29260,5901,home appliances,3888.417,7
29261,2674,stationery,602.941,2
29262,1199,footwear,5696.723,3
29263,5902,pet supplies,5609.217,4
29264,3990,books,1489.859,9
29265,1556,video games,6725.939,9
29266,5903,baby products,70.303,8
29267,1116,groceries,5970.476,4
29268,5904,furniture,4427.065,8
29269,4847,baby products,1723.923,2
29270,5905,pet supplies,2427.342,8
29271,3645,health & wellness,8968.404,3
29272,910,automotive,5705.673,6
29273,3191,books,2774.91,9
29274,1756,footwear,0.121,8
29275,1524,furniture,244.447,1
29276,5322,clothing,2640.502,4
29277,3237,furniture,5358.302,7
29278,5728,groceries,5499.436,7
29279,4589,office equipment,5842.861,7
29280,3620,footwear,3675.894,8
29281,4529,automotive,9247.172,9
29282,5906,jewelry,9373.089,4
29283,4730,automotive,5175.148,5
29284,5843,groceries,4261.042,7
29285,1277,toys,792.939,6
29286,3447,office equipment,1553.094,2
29287,958,books,7897.9,4
29288,5907,electronics,7295.612,6
29289,1122,video games,9692.906,5
29290,1950,home appliances,8911.424,7
29291,4932,pet supplies,7123.461,3
29292,5286,home appliances,1038.347,9
29293,2643,groceries,5940.711,3
29294,2712,jewelry,5643.799,3
29295,2449,baby products,6554.953,7
29296,2208,furniture,5100.407,3
29297,5908,clothing,1250.277,9
29298,5909,electronics,9740.645,8
29299,5910,music instruments,9184.559,2
29300,3532,furniture,2951.81,8
29301,385,sports equipment,8484.387,9
29302,5121,health & wellness,8772.063,8
29303,1787,furniture,2118.314,6
29304,2571,video games,9943.556,1
29305,3888,footwear,5572.383,3
29306,5911,beauty products,1598.178,8
29307,1326,office equipment,7011.127,1
29308,3679,toys,1345.173,8
29309,5912,office equipment,4700.776,3
29310,5913,beauty products,2539.823,8
29311,5914,footwear,5550.941,9
29312,2770,toys,6448.361,7
29313,1850,home appliances,2957.975,9
29314,4706,stationery,7387.824,8
29315,2550,automotive,5620.847,3
29316,5915,footwear,5685.499,2
29317,4637,home appliances,6993.462,1
29318,5447,beauty products,5177.85,6
29319,4206,stationery,7824.402,1
29320,5331,automotive,1015.159,3
29321,3144,gardening tools,279.962,3
29322,3402,stationery,1339.328,4
29323,160,gardening tools,951.99,4
29324,5916,books,9144.0,8
29325,5917,books,5687.292,4
29326,4276,furniture,8126.603,9
29327,4712,books,5878.191,1
29328,652,office equipment,9871.599,1
29329,1576,sports equipment,5821.63,4
29330,561,clothing,4594.362,2
29331,3195,stationery,6044.094,4
29332,94,electronics,3563.075,2
29333,3503,toys,1575.221,9
29334,1127,sports equipment,3986.059,3
29335,2505,toys,8076.526,5
29336,5918,jewelry,4545.418,9
29337,4699,beauty products,6508.732,1
29338,5919,footwear,5016.694,2
29339,5920,pet supplies,6569.194,3
29340,2237,pet supplies,1544.291,5
29341,5010,music instruments,7460.102,7
29342,1291,sports equipment,8072.703,6
29343,5921,books,1234.745,1
29344,5472,toys,1446.924,8
29345,5533,electronics,4789.831,3
29346,5922,stationery,4447.829,9
29347,532,furniture,1396.446,6
29348,1189,furniture,3256.825,7
29349,5923,automotive,1.559,9
29350,1962,toys,621.296,7
29351,5924,gardening tools,1396.552,1
29352,5925,footwear,8376.926,4
29353,4186,clothing,3879.572,2
29354,2219,music instruments,1950.84,3
29355,5892,baby products,1101.235,1
29356,1994,clothing,5311.445,4
29357,5926,office equipment,4464.29,2
29358,1588,groceries,2404.954,9
29359,1928,baby products,6005.973,2
29360,5927,clothing,9745.171,6
29361,5928,electronics,200.681,7
29362,4000,electronics,9996.653,2
29363,3270,music instruments,5498.381,9
29364,2491,office equipment,4212.301,3
29365,5929,pet supplies,6982.978,7
29366,1124,beauty products,8845.616,2
29367,1670,sports equipment,5473.555,3
29368,3336,sports equipment,7691.949,4
29369,3392,groceries,8323.102,1
29370,5930,beauty products,7314.796,3
29371,2621,office equipment,6774.257,4
29372,5931,sports equipment,624.891,2
29373,4014,gardening tools,7079.549,5
29374,2546,clothing,3992.959,3
29375,326,jewelry,7750.024,2
29376,5335,home appliances,8508.51,5
29377,5932,health & wellness,9050.415,8
29378,5933,pet supplies,3040.819,7
29379,5934,clothing,2242.131,3
29380,4654,pet supplies,6452.068,9
29381,3005,health & wellness,6467.883,1
29382,3351,jewelry,8568.401,2
29383,5935,baby products,2255.735,7
29384,5098,electronics,5161.398,7
29385,5936,video games,6669.381,8
29386,3491,footwear,965.811,4
29387,5028,video games,2207.746,3
29388,792,gardening tools,55.661,2
29389,5937,toys,6383.072,5
29390,3826,beauty products,3368.507,9
29391,149,furniture,3661.788,9
29392,3236,music instruments,5045.736,8
29393,18,sports equipment,3291.788,9
29394,1704,footwear,2572.11,2
29395,70,sports equipment,1686.974,6
29396,1637,furniture,6681.767,5
29397,3652,sports equipment,1424.663,9
29398,2884,beauty products,802.527,5
29399,1766,furniture,5172.325,2
29400,1067,home appliances,7916.81,6
29401,3656,health & wellness,1882.091,1
29402,1020,baby products,2471.294,1
29403,5938,automotive,3596.854,1
29404,3121,furniture,3153.999,1
29405,5216,baby products,9315.592,6
29406,3261,groceries,2259.048,8
29407,5056,stationery,1684.346,3
29408,5182,automotive,2367.71,7
29409,5587,toys,4508.674,4
29410,4548,clothing,4382.563,6
29411,5939,gardening tools,7566.177,5
29412,1473,health & wellness,3473.759,2
29413,4781,books,3622.469,6
29414,4403,automotive,5583.648,8
29415,990,video games,3080.473,4
29416,3203,sports equipment,8877.702,9
29417,2768,clothing,5141.795,7
29418,761,music instruments,1446.861,9
29419,674,gardening tools,6953.078,5
29420,4914,beauty products,7227.415,1
29421,1649,jewelry,5843.768,9
29422,2692,furniture,7931.548,2
29423,5940,baby products,9897.625,7
29424,497,office equipment,7822.644,1
29425,1215,footwear,6858.249,6
29426,5871,health & wellness,8284.476,4
29427,1983,video games,5905.312,3
29428,4155,toys,6881.95,6
29429,5617,music instruments,478.947,3
29430,5941,sports equipment,411.061,7
29431,427,books,7499.62,1
29432,1991,books,7545.712,7
29433,532,furniture,7308.607,5
29434,3805,sports equipment,4577.832,4
29435,2687,office equipment,6906.43,4
29436,5942,baby products,2057.34,3
29437,3294,office equipment,7774.305,7
29438,5918,jewelry,6427.692,5
29439,562,beauty products,168.976,1
29440,4130,gardening tools,2622.583,5
29441,861,automotive,3763.595,5
29442,5392,beauty products,7495.461,1
29443,3505,clothing,2724.893,2
29444,2727,sports equipment,6968.887,9
29445,5231,books,4976.099,7
29446,5756,music instruments,281.131,6
29447,5616,toys,9106.576,2
29448,545,jewelry,6848.458,9
29449,1118,automotive,4216.859,9
29450,4677,gardening tools,2229.023,9
29451,3304,clothing,1548.483,1
29452,5943,jewelry,5428.412,1
29453,5025,jewelry,9429.371,4
29454,3898,pet supplies,9360.772,5
29455,1251,gardening tools,1666.483,7
29456,5085,pet supplies,1564.669,9
29457,1195,music instruments,9509.926,8
29458,2688,music instruments,7654.062,1
29459,5944,gardening tools,7587.211,9
29460,2775,office equipment,8499.201,6
29461,1139,groceries,8824.112,7
29462,4978,groceries,2823.447,8
29463,5945,electronics,8060.784,2
29464,2665,furniture,5035.195,4
29465,937,gardening tools,8646.784,7
29466,1430,sports equipment,4788.313,3
29467,4629,health & wellness,3500.697,6
29468,3433,footwear,8629.447,6
29469,5946,sports equipment,7818.822,7
29470,3697,beauty products,7975.187,4
29471,5947,stationery,993.529,2
29472,2264,stationery,1579.149,2
29473,4786,home appliances,1780.374,9
29474,5588,video games,8988.926,2
29475,629,gardening tools,428.51,8
29476,2522,toys,5163.909,8
29477,5367,baby products,1602.458,1
29478,2803,sports equipment,7842.761,3
29479,2991,toys,5488.265,5
29480,5948,furniture,6947.543,3
29481,5949,footwear,5542.544,7
29482,2915,footwear,4098.797,1
29483,5950,stationery,461.344,9
29484,5951,beauty products,3339.288,5
29485,5190,music instruments,6661.091,3
29486,1122,video games,1943.904,5
29487,4740,sports equipment,1507.401,2
29488,4258,groceries,1457.098,5
29489,1973,footwear,7361.198,6
29490,4808,electronics,2687.721,5
29491,439,jewelry,3599.042,6
29492,1055,beauty products,9538.268,9
29493,2596,sports equipment,2089.349,9
29494,5192,toys,5932.418,4
29495,5952,pet supplies,9938.933,6
29496,2989,baby products,6892.664,1
29497,233,video games,146.549,3
29498,4953,groceries,9230.036,2
29499,3046,jewelry,926.951,2
29500,3763,sports equipment,6228.525,9
29501,4847,baby products,7457.799,2
29502,2891,health & wellness,9954.038,5
29503,4359,clothing,5003.685,6
29504,1559,automotive,3466.718,4
29505,5953,gardening tools,3615.664,6
29506,2883,jewelry,3466.328,7
29507,322,stationery,8337.922,8
29508,2983,toys,6176.367,4
29509,3897,home appliances,7139.75,5
29510,3163,pet supplies,173.485,6
29511,5954,automotive,2477.023,4
29512,2553,baby products,6032.95,9
29513,2802,toys,1659.285,1
29514,5955,footwear,3513.858,8
29515,850,gardening tools,6453.009,3
29516,3087,electronics,8269.004,6
29517,3522,electronics,9115.512,8
29518,1236,clothing,7217.716,3
29519,5956,books,543.442,8
29520,4153,stationery,8855.858,9
29521,531,books,7191.764,1
29522,1060,electronics,589.666,6
29523,3781,pet supplies,1628.264,9
29524,459,clothing,9218.31,1
29525,3160,automotive,2475.62,9
29526,5794,footwear,9661.356,8
29527,5957,stationery,7270.713,9
29528,5958,books,3267.569,7
29529,3182,beauty products,7959.648,2
29530,2002,pet supplies,5700.516,9
29531,5219,groceries,7755.412,8
29532,50,electronics,7825.868,2
29533,3685,office equipment,1300.538,1
29534,5959,furniture,3514.036,5
29535,3070,toys,9078.513,4
29536,5162,beauty products,6350.556,1
29537,5955,footwear,8873.886,2
29538,2239,footwear,7510.156,3
29539,1099,books,3433.276,9
29540,1722,gardening tools,2699.974,5
29541,2692,furniture,6147.829,2
29542,1669,music instruments,6056.486,6
29543,328,home appliances,2900.852,6
29544,4909,stationery,1719.44,8
29545,5960,clothing,3290.369,4
29546,2356,video games,2663.971,3
29547,2284,clothing,4389.792,8
29548,270,baby products,8370.895,9
29549,5961,groceries,8514.578,2
29550,5884,groceries,435.849,3
29551,5910,music instruments,7177.707,9
29552,3908,books,2495.621,6
29553,1240,music instruments,2813.547,6
29554,2202,automotive,5994.076,3
29555,5962,video games,9668.77,7
29556,5963,clothing,5709.66,3
29557,650,music instruments,2725.217,5
29558,4790,health & wellness,8288.851,5
29559,4713,automotive,1530.649,7
29560,3796,beauty products,1416.378,3
29561,3103,pet supplies,6105.13,1
29562,3025,home appliances,684.246,3
29563,5964,baby products,3068.852,9
29564,2843,gardening tools,1966.168,4
29565,3915,pet supplies,2560.783,3
29566,1786,books,1907.578,3
29567,1277,toys,6624.095,6
29568,3946,automotive,445.722,4
29569,2514,electronics,571.459,5
29570,4953,groceries,2061.612,7
29571,2922,pet supplies,6107.019,1
29572,4360,music instruments,2537.669,4
29573,3205,sports equipment,6930.351,7
29574,2031,automotive,96.139,6
29575,5268,books,9875.556,4
29576,2542,health & wellness,6666.095,2
29577,2895,gardening tools,9779.28,5
29578,5965,baby products,6002.89,9
29579,547,electronics,8445.297,9
29580,5966,clothing,4949.465,5
29581,3430,health & wellness,7868.984,3
29582,1710,pet supplies,8973.706,2
29583,1753,video games,8859.038,4
29584,5967,toys,1586.342,2
29585,5651,automotive,3796.193,4
29586,1668,books,43.619,4
29587,4860,stationery,389.254,3
29588,5968,jewelry,1918.821,7
29589,5969,video games,695.502,4
29590,2249,home appliances,9690.651,6
29591,3065,baby products,2241.248,1
29592,272,baby products,8016.861,3
29593,1325,health & wellness,7625.264,1
29594,1928,baby products,3905.401,6
29595,5970,groceries,9372.2,7
29596,3860,footwear,1543.677,3
29597,5971,jewelry,6685.276,8
29598,5972,beauty products,6597.972,4
29599,2450,video games,3213.488,5
29600,5527,electronics,7021.427,6
29601,5257,groceries,3477.134,2
29602,2982,gardening tools,2243.817,4
29603,4332,gardening tools,304.357,6
29604,3228,books,2027.804,4
29605,5973,office equipment,4926.919,9
29606,1388,baby products,7557.348,1
29607,5573,video games,1835.175,5
29608,5974,clothing,8826.014,7
29609,983,electronics,2467.192,2
29610,351,beauty products,787.163,7
29611,4749,office equipment,3639.667,7
29612,3066,electronics,1350.58,6
29613,2880,video games,7543.039,3
29614,2849,pet supplies,7578.949,1
29615,5702,pet supplies,8623.404,1
29616,5975,groceries,2733.662,9
29617,439,jewelry,4661.748,1
29618,5976,baby products,1059.557,5
29619,3945,office equipment,6099.74,7
29620,952,office equipment,3361.322,8
29621,527,books,8058.604,1
29622,404,home appliances,6995.574,9
29623,2376,baby products,2759.38,9
29624,2396,video games,7652.82,2
29625,5442,music instruments,7794.439,3
29626,5977,toys,4617.182,4
29627,256,footwear,2865.443,9
29628,1913,books,5800.051,9
29629,5978,baby products,9378.791,7
29630,1780,stationery,622.737,7
29631,3194,footwear,9378.322,3
29632,5532,beauty products,3997.865,7
29633,5979,stationery,7121.824,5
29634,3867,health & wellness,5362.629,6
29635,3641,gardening tools,7281.856,8
29636,1445,sports equipment,9217.409,1
29637,35,footwear,2182.495,3
29638,5980,clothing,7321.514,5
29639,5981,books,4459.631,3
29640,170,jewelry,3029.843,2
29641,3815,home appliances,1818.415,5
29642,1970,video games,7624.604,5
29643,5591,footwear,8824.604,3
29644,3992,electronics,3391.7,9
29645,3725,sports equipment,5345.208,5
29646,5982,home appliances,9087.858,1
29647,4567,groceries,1758.41,3
29648,1766,furniture,5656.836,3
29649,3202,electronics,1721.779,4
29650,647,toys,4307.099,3
29651,553,video games,607.687,1
29652,5748,office equipment,2119.316,2
29653,3772,furniture,429.747,1
29654,4182,stationery,431.797,7
29655,4695,health & wellness,4799.579,9
29656,4843,jewelry,6444.696,6
29657,45,baby products,5399.593,8
29658,3668,baby products,5841.665,1
29659,4153,stationery,1999.27,7
29660,4281,health & wellness,8960.665,6
29661,5983,gardening tools,6899.654,7
29662,4273,beauty products,6677.363,8
29663,5984,automotive,2251.488,2
29664,5985,electronics,6881.567,1
29665,1589,clothing,3946.988,9
29666,5103,furniture,5143.61,7
29667,2751,video games,2583.607,3
29668,4283,toys,4550.351,5
29669,3156,video games,4609.513,2
29670,3728,office equipment,2997.021,4
29671,794,video games,7272.905,2
29672,1101,footwear,4119.482,8
29673,1378,footwear,3688.313,6
29674,4463,furniture,4060.648,2
29675,64,books,5072.457,5
29676,5284,jewelry,8806.779,6
29677,2214,baby products,8316.554,3
29678,2059,toys,8807.708,9
29679,808,office equipment,1243.989,4
29680,2811,stationery,1799.32,9
29681,5584,home appliances,4946.456,2
29682,2972,sports equipment,7141.861,4
29683,2996,baby products,5676.059,2
29684,5616,toys,5213.824,2
29685,3808,toys,7732.351,8
29686,1033,stationery,7579.539,3
29687,5986,baby products,8099.276,9
29688,138,office equipment,5733.661,3
29689,2183,electronics,5099.076,2
29690,4793,music instruments,7511.369,9
29691,5987,video games,9263.653,7
29692,5746,toys,7883.624,5
29693,3320,footwear,2168.579,8
29694,2546,clothing,8030.198,4
29695,5988,books,7200.143,2
29696,1861,stationery,4058.707,2
29697,5989,furniture,6164.607,8
29698,5783,electronics,3238.246,1
29699,2462,electronics,7484.612,5
29700,3468,music instruments,2562.489,3
29701,5373,beauty products,4555.66,2
29702,5990,beauty products,8148.664,6
29703,1074,baby products,6193.859,6
29704,347,beauty products,7364.825,9
29705,4439,sports equipment,2860.143,8
29706,4589,office equipment,2247.756,8
29707,472,sports equipment,3761.154,4
29708,5991,music instruments,9922.994,7
29709,5992,music instruments,5344.173,1
29710,3175,clothing,5982.488,5
29711,4551,groceries,7405.862,7
29712,5137,pet supplies,1415.847,4
29713,2442,books,421.571,8
29714,1987,beauty products,4345.279,5
29715,2131,toys,9745.508,9
29716,548,clothing,1875.694,1
29717,2928,stationery,7601.862,9
29718,5993,automotive,8486.021,7
29719,2021,beauty products,3749.888,7
29720,403,groceries,2138.566,1
29721,2787,furniture,1842.412,3
29722,1344,electronics,1287.941,4
29723,4672,clothing,7587.991,8
29724,5994,stationery,5230.975,5
29725,1519,footwear,6462.768,1
29726,279,groceries,8910.033,7
29727,1767,music instruments,7908.195,8
29728,5603,pet supplies,2161.109,9
29729,1243,pet supplies,5439.852,6
29730,3311,groceries,7655.77,2
29731,5875,video games,6330.2,2
29732,4444,health & wellness,9647.212,2
29733,5995,electronics,6461.896,7
29734,1350,footwear,8207.19,3
29735,2972,sports equipment,6157.247,9
29736,4346,music instruments,9780.528,2
29737,5996,toys,9758.551,3
29738,5030,gardening tools,7393.867,3
29739,1846,groceries,2028.677,4
29740,5111,video games,7462.38,2
29741,4569,beauty products,4157.882,1
29742,1686,toys,7815.093,3
29743,4710,groceries,3793.703,2
29744,2943,automotive,2330.463,3
29745,2266,jewelry,3034.221,2
29746,4107,music instruments,7177.878,1
29747,4956,music instruments,8784.347,9
29748,5997,books,7912.604,1
29749,1670,sports equipment,7171.03,2
29750,4867,electronics,4073.161,5
29751,2787,furniture,703.609,5
29752,4045,pet supplies,2665.86,4
29753,2284,clothing,5123.381,1
29754,5799,clothing,7087.099,9
29755,2539,home appliances,1876.619,6
29756,4433,baby products,2411.007,9
29757,2214,baby products,1483.144,3
29758,1143,health & wellness,9958.854,4
29759,1655,books,8393.485,1
29760,933,music instruments,6608.9,7
29761,5998,stationery,1945.356,8
29762,1887,groceries,1762.463,9
29763,3211,books,1538.066,8
29764,5999,books,1564.367,2
29765,1611,furniture,8015.833,5
29766,6000,pet supplies,7700.59,9
29767,3835,beauty products,71.996,8
29768,1621,groceries,1915.188,6
29769,1618,footwear,6824.082,3
29770,4874,toys,3366.974,9
29771,5956,books,7334.388,1
29772,37,beauty products,634.614,4
29773,6001,health & wellness,10.692,7
29774,6002,footwear,2686.151,4
29775,845,video games,1712.496,3
29776,3264,clothing,2819.788,2
29777,1840,video games,5650.132,5
29778,2212,stationery,2542.091,7
29779,2700,stationery,3711.854,4
29780,307,video games,500.021,2
29781,427,books,868.543,7
29782,5419,gardening tools,8298.771,3
29783,227,gardening tools,2370.113,9
29784,4490,pet supplies,8461.314,5
29785,684,video games,4625.34,6
29786,362,video games,2314.738,2
29787,2861,sports equipment,4110.795,8
29788,4333,furniture,1991.98,5
29789,5380,groceries,405.143,2
29790,5385,clothing,5591.385,7
29791,2842,toys,9445.775,9
29792,5492,electronics,1462.486,5
29793,2528,music instruments,3253.471,5
29794,5195,gardening tools,9579.938,9
29795,1796,footwear,5745.29,3
29796,2051,office equipment,6975.403,2
29797,1537,health & wellness,6812.393,8
29798,6003,beauty products,2111.696,1
29799,1747,video games,5115.494,6
29800,4277,groceries,5392.428,5
29801,5746,toys,1714.815,3
29802,3144,gardening tools,1117.756,2
29803,2480,furniture,8907.457,4
29804,6004,groceries,7949.448,9
29805,6005,toys,5064.764,4
29806,4629,health & wellness,8796.462,4
29807,4524,automotive,8307.235,5
29808,1382,beauty products,2037.684,4
29809,3454,health & wellness,5405.514,5
29810,1080,gardening tools,7148.07,7
29811,936,sports equipment,7913.496,1
29812,1838,video games,4459.378,9
29813,2311,electronics,6773.306,4
29814,6006,sports equipment,5424.453,6
29815,2681,electronics,829.496,8
29816,4471,groceries,6035.347,2
29817,6007,clothing,2841.939,1
29818,6008,footwear,3310.899,4
29819,4483,footwear,859.638,3
29820,5413,toys,3265.956,2
29821,1460,sports equipment,1884.523,4
29822,1552,music instruments,5062.567,3
29823,482,video games,8931.169,1
29824,1984,toys,3248.046,8
29825,4585,office equipment,778.71,9
29826,1092,baby products,6277.133,7
29827,2838,beauty products,4023.605,7
29828,6009,video games,6004.166,6
29829,5296,sports equipment,8263.513,7
29830,1272,health & wellness,3610.208,1
29831,2751,video games,8105.166,1
29832,4792,health & wellness,1662.087,8
29833,4076,jewelry,1146.633,3
29834,1296,groceries,7828.117,2
29835,5284,jewelry,5810.778,1
29836,3154,health & wellness,3898.477,2
29837,1318,footwear,8819.952,6
29838,4720,health & wellness,8710.607,5
29839,6010,automotive,8262.819,4
29840,4732,jewelry,8284.454,4
29841,1338,furniture,8026.518,3
29842,961,gardening tools,7138.596,2
